ORIGKEY,OBJECTID,CRACK_INDX,FAULT_INDX,IRI_INDX,STRUCT_NEED80,AADT,CONYR,RESYR
02021163 14168 7042,1030,97,78,77,0,4466,2000,2000
02021168 70174 5942,1031,84,74,74,0,4585,2003,2003
02021174 59179 2942,1032,84,71,77,0,4735,2003,2003
02021179 29183 6342,1033,74,75,68,0,4766,2003,2003
02021183 63189 6438,1034,56,77,73,0,4878,2003,2003
02021189 64195 5938,1035,89,79,62,0,4800,2003,2003
02021195 59214 5038,1036,98,80,65,0,5210,2000,2000
02021214 50220 8338,1037,92,80,68,0,7042,2000,2000
02021220 83224 3307,1038,8,51,66,0,7014,1985,1985
02021224 33227 4907,1039,12,53,62,0,8907,1985,1985
02021227 49230 5307,1040,100,83,91,0,11841,2021,2021
02021230 53232 3307,1041,0,0,0,0,8450,1985,1985
02021230 53232 4307,1042,100,80,86,0,10885,2019,2019
02021238 74245 2307,1043,91,0,94,0,6004,1983,2016
02021245 23246 3407,1044,90,0,99,0,4950,1983,2016
02021246 34248 6710,1045,98,0,100,0,5150,1983,2021
02021248 67252 4110,1046,99,0,100,0,4920,1983,2021
02021252 41254 1910,1047,90,0,93,0,4119,1983,2019
02021254 19260 6410,1048,92,0,92,0,3550,1979,2019
02022302 37307 3931,1049,92,77,60,0,7295,1988,1988
02022307 39312 6431,1050,94,75,66,0,8183,1988,1988
02022310 43312 2831,1051,100,73,79,0,9941,2022,2022
02022312 64313 8231,1052,88,0,61,0,10475,1959,2015
02022313 82315 4131,1053,89,0,68,0,10925,1959,2015
02022315 41316 0031,1054,84,0,80,0,13333,2016,2019
02022316 00317 8131,1055,87,0,81,0,15080,1962,2019
02022317 81319 7131,1056,91,53,59,0,14050,1996,1996
02131000 55011 5654,1057,99,0,93,0,804,2020,2020
02131011 56013 0054,1058,60,44,63,0,1180,1975,1975
02021316 94317 5131,1059,88,0,89,0,16133,1962,2019
02021317 51317 8131,1060,80,0,90,0,16550,1939,2019
02021317 81319 6331,1061,89,57,59,0,14284,1996,1996
02021319 63320 2931,1062,51,0,0,0,23550,1956,1956
02022000 16001 6497,1063,100,0,89,0,11466,1976,2020
02022001 64004 3797,1064,99,0,89,0,12093,1978,2020
02022004 37011 6497,1065,81,0,61,0,8313,1954,2003
02022007 66011 6497,1066,100,0,83,0,4225,1954,2022
02022011 64012 5197,1067,57,0,72,0,500,1954,1998
02022012 51017 7097,1068,74,65,51,0,4150,1954,1954
02022017 70021 5197,1069,46,0,56,0,3720,1958,1995
02022021 51029 1597,1070,100,80,83,0,3950,2016,2016
02022029 15032 6997,1071,99,80,83,0,3950,2016,2016
02022033 95039 1097,1072,100,83,90,0,2485,2016,2016
02022039 10044 5347,1073,100,81,91,0,2850,2016,2016
02022044 43046 9247,1074,100,79,87,0,2814,2017,2017
02022046 92053 4781,1075,100,78,82,0,2700,2016,2016
02022053 47070 7581,1076,100,82,88,0,2666,2016,2016
02022070 15075 0581,1077,99,80,84,0,2746,2012,2012
02022075 05081 9481,1078,99,83,87,0,3175,2012,2012
02022081 94086 9781,1079,100,83,88,0,3166,2012,2012
02022086 97089 5913,1080,99,85,91,0,3350,2012,2012
02022089 59096 5013,1081,99,84,90,0,3170,2012,2012
02022096 50102 6113,1082,98,81,88,0,3680,2010,2010
02022102 61109 4813,1083,99,83,88,0,4050,2010,2010
02022109 48110 5213,1084,99,83,89,0,4150,2010,2010
02022110 52116 7094,1085,99,81,85,0,3500,2010,2010
02022116 70121 0694,1086,98,82,74,0,3233,2005,2005
02022121 06124 1094,1087,94,77,69,0,3650,1990,1990
02022124 10124 8794,1088,96,68,57,0,4070,1990,1990
02022124 87125 5494,1089,100,78,78,0,4533,2016,2016
02022125 54128 7394,1090,100,81,85,0,5700,2016,2016
02022128 73129 2194,1091,99,85,89,0,5700,2016,2016
02022129 21131 0094,1092,99,82,88,0,5400,2016,2016
02022131 00131 8694,1093,99,84,98,0,5100,2020,2020
02022131 86134 4894,1094,100,82,94,0,5100,2020,2020
02022134 48135 2340,1095,100,86,91,0,5100,2020,2020
02022135 23136 1040,1096,100,85,90,0,5120,2020,2020
02022136 10140 0940,1097,98,0,93,0,5166,1979,2014
02022140 09148 8040,1098,98,78,85,0,5135,2012,2012
02022148 80149 5040,1099,96,0,88,0,5166,1976,2014
02022149 50153 4740,1100,84,0,77,0,4131,1968,2003
02022153 47158 4340,1101,94,0,100,0,4016,1991,2017
02022158 43163 3540,1102,92,0,94,0,4635,1991,2017
02022158 43168 7042,1103,100,0,83,0,4466,1991,2023
02022168 70174 5942,1104,87,70,73,0,4641,2003,2003
02022174 59179 2942,1105,91,76,75,0,4737,2003,2003
02022179 29183 6342,1106,88,74,66,0,4800,2003,2003
02022183 63189 6438,1107,73,76,73,0,4900,2003,2003
02022189 64195 5938,1108,94,78,61,0,4875,2003,2003
02022195 59214 5038,1109,99,81,64,0,5400,2000,2000
02022214 50220 8338,1110,94,78,68,0,7070,2000,2000
02022220 83224 3307,1111,10,25,57,0,7062,1985,1985
02022224 33227 4907,1112,33,56,54,0,8896,1985,1985
02022227 49230 5307,1113,99,79,91,0,12430,2021,2021
02022230 53232 3307,1114,100,85,78,0,8487,1985,1985
02022230 53232 4307,1115,100,77,79,0,10725,2019,2019
02022238 74245 2307,1116,91,0,96,0,5678,1983,2016
02022245 23246 3410,1117,90,0,97,0,5041,1983,2016
02022246 34248 6710,1118,98,0,100,0,5150,1983,2021
02022248 67252 4110,1119,99,0,100,0,4766,1983,2021
02022252 41254 1910,1120,91,0,91,0,4233,1983,2013
02022254 19260 6410,1121,91,0,90,0,3550,1979,2013
02022260 64266 8410,1122,90,0,88,0,3300,1979,2013
02022266 84269 2410,1123,71,0,80,0,3033,1971,1989
02022269 24275 6828,1124,74,0,75,0,3244,1970,2002
02022275 68283 0228,1125,93,0,89,0,3883,1974,2022
02022283 02293 1528,1126,82,0,83,0,4514,1964,2013
02022293 15294 5531,1127,84,78,68,0,5107,1988,1988
02022294 55299 5731,1128,77,0,95,0,6020,1960,2013
02022299 57302 3731,1129,90,78,57,0,6250,1988,1988
04431008 11009 6043,1130,53,0,70,0,820,1980,2001
04431009 60020 9583,1131,58,0,66,0,1980,1939,2021
04431020 95022 1383,1132,27,0,5,0,6085,1978,1978
04431022 13022 5283,1133,55,0,11,0,3390,1976,1976
04431022 52028 9983,1134,43,0,73,0,2130,1989,2021
04431028 99034 3483,1135,46,0,73,0,1547,1989,2021
04431034 34035 7505,1136,44,0,47,0,1302,1989,2021
04431035 75036 5605,1137,85,0,61,0,900,1981,2021
04431036 56039 6605,1138,89,0,72,0,900,1991,2021
06321230 69231 1945,1139,81,0,43,0,3480,1931,1994
06321231 19231 4845,1140,66,0,27,0,3360,1931,1994
06321231 48231 9245,1141,53,0,38,0,3360,1931,1994
06321231 92232 1945,1142,52,0,39,0,3360,1931,1994
06321232 19232 4445,1143,63,0,38,0,3360,1931,1994
06321232 44233 1445,1144,80,0,60,0,3360,1931,2019
06321233 14233 2645,1145,54,0,29,0,3360,1931,1994
06321233 26233 4645,1146,56,0,56,0,3360,1993,1994
06321233 46234 2445,1147,76,62,62,0,3360,1993,1993
05921081 72091 2883,1148,100,0,83,0,3098,1971,2023
05921091 28096 0624,1149,100,0,83,0,3255,1971,2022
05921096 06101 2024,1150,55,0,76,0,4105,1931,2005
05921101 20101 7524,1151,51,0,73,0,2040,1931,2011
05921102 15102 9224,1152,54,0,41,0,3963,1967,2011
05921102 92104 8324,1153,69,0,76,0,2950,1968,2011
05921104 83117 5924,1154,74,0,87,0,2020,1948,2012
05921117 59125 9647,1155,53,0,55,0,1660,1948,2003
05921125 96127 3947,1156,69,0,75,0,2975,1966,1986
03511117 90121 4885,1157,57,66,88,0,15800,1988,1988
03511121 48126 0485,1158,93,0,89,0,14262,1985,2009
03511126 04130 6040,1159,93,0,92,0,13657,1985,2009
03511130 60134 0140,1160,94,0,88,0,12500,1983,2009
03511134 01140 1940,1161,98,74,89,0,12678,2009,2009
03511140 19142 0740,1162,88,74,84,0,12700,2003,2003
03511142 07143 2840,1163,65,62,92,0,10283,1991,1991
03511143 28143 9140,1164,94,75,80,0,8710,2003,2003
03511143 91150 1340,1165,99,0,92,0,8375,1975,2008
03511150 13151 0099,1166,99,0,97,0,8300,1975,2008
04431039 66045 4805,1167,73,0,75,0,975,1931,2021
04431045 48046 4805,1168,84,0,75,0,850,1976,2008
04431046 48053 9905,1169,84,0,68,0,850,1978,2008
04431053 99054 9639,1170,84,0,58,0,850,1978,2006
04431054 96060 1039,1171,79,0,70,0,977,1978,2006
04431060 10066 1639,1172,77,0,66,0,1447,1978,2006
04431066 16066 4739,1173,58,0,24,0,1920,1978,2006
04431066 47067 1339,1174,59,0,2,0,2990,1978,1978
04431067 13068 0439,1175,29,10,1,0,3270,1973,1973
04431068 04073 6639,1176,100,0,83,0,3270,1974,2022
04431073 66074 1339,1177,66,38,2,0,4410,1973,1973
04431074 13074 7539,1178,85,60,54,0,4910,2007,2007
04431074 78078 6439,1179,60,0,67,0,3980,1930,2009
04431078 64088 7025,1180,63,0,66,0,3498,1932,2009
04431088 70090 2925,1181,51,0,67,0,3980,1932,2009
04431090 29091 9925,1182,52,0,61,0,4325,1974,2009
04431091 99092 5125,1183,94,0,17,0,4660,1981,1981
04431092 51094 6625,1184,73,0,64,0,4640,1930,2002
05921127 39128 2247,1185,63,50,24,0,4780,1989,1989
05921128 22128 5447,1186,75,0,91,0,5200,1938,2014
05921128 54129 7147,1187,74,0,78,0,4540,1939,2014
05921129 71138 4647,1188,74,0,85,0,1662,1937,2014
05921139 79140 0647,1189,80,0,56,0,1655,1971,2012
05921140 06140 9547,1190,81,0,74,2.19,3300,1971,2012
05921140 95141 3747,1191,76,0,54,0,3470,1971,2012
05921141 37145 8847,1192,92,0,82,0,2760,1973,2012
05921145 88151 1718,1193,98,78,78,0,2157,1937,2014
03511151 00155 2299,1194,88,0,88,0,8200,1975,2007
03511155 22159 2035,1195,91,0,94,0,8325,1975,2007
03511159 20160 7935,1196,92,0,88,0,8100,1975,1998
03511160 79166 0235,1197,97,0,84,0,8025,1975,1998
03511166 02171 9235,1198,92,0,92,0,8382,1975,2013
03511171 92175 2035,1199,94,0,93,0,8600,1975,2009
03511175 20177 5435,1200,98,0,75,0,8650,1975,2004
03511177 54185 6417,1201,98,0,88,0,8871,1975,1999
03511185 64192 7917,1202,98,0,76,0,9091,1975,2013
06122042 94043 3629,1203,92,65,64,0,3150,2019,2019
06122073 15077 9758,1204,96,78,78,0,2890,2018,2018
06122078 17085 3770,1205,86,75,73,0,3740,2002,2002
06122085 59089 9070,1206,84,56,52,0,6332,1984,1984
06122089 90093 4870,1207,81,59,52,0,8833,1984,1984
06122093 48106 0370,1208,62,74,66,0,6227,2000,2000
06122106 03107 1670,1209,72,68,64,0,5870,2001,2001
06122107 16109 5882,1210,81,76,72,0,6395,2001,2001
06122109 58110 8482,1211,71,60,65,0,8100,1995,1995
06122110 84111 8782,1212,80,65,52,0,7720,1995,1995
06122117 93118 8682,1213,78,100,69,0,3083,2011,2011
04431094 66095 5925,1214,33,27,22,0,4625,1981,1981
04431095 59099 6325,1215,66,0,58,0,5555,1930,2002
04431099 63101 1625,1216,73,0,71,0,6500,1981,2013
04431101 16102 8825,1217,63,0,59,0,7625,1930,2002
04431102 88105 0677,1218,78,62,39,0,11582,1980,1980
04431103 12103 6077,1219,96,70,57,0,4350,1980,1980
04432104 56105 0677,1220,47,78,57,0,6560,2004,2004
04831000 44001 4173,1221,79,0,60,0,2990,1930,2019
04831001 41007 3173,1222,98,0,94,0,2366,1931,2019
04831007 31015 0073,1223,97,0,93,1.37,1306,1930,2018
05921151 17153 6018,1224,98,78,77,0,2290,1937,2014
05921153 60157 2118,1225,91,68,79,0,2783,1974,2014
05921157 21157 9318,1226,84,67,78,0,3160,1937,2014
05921157 93158 8618,1227,15,0,2,0,3678,1971,1971
05921158 86160 3418,1228,21,0,0,0,6389,1973,1973
05921160 34160 8618,1229,64,0,55,0,1631,1937,2004
05921160 86161 6618,1230,64,35,32,0,2070,1985,1985
05921161 66170 1018,1231,100,0,77,0,1895,1937,2022
05921170 10174 0471,1232,100,0,83,0,1587,1946,2022
03511192 79194 8817,1233,86,0,73,0,10000,1971,2012
03511194 88197 1817,1234,99,0,90,0,10500,1971,2021
03511197 18201 7817,1235,98,0,98,0,10350,1971,2021
03511201 78202 6998,1236,95,0,92,0,10700,1971,2021
03511202 69204 6998,1237,99,0,91,0,10228,1971,2021
03511204 69212 9598,1238,99,0,92,0,9933,1972,2012
03511212 95216 6398,1239,73,0,80,0,9375,1971,1997
03511216 63218 6398,1240,99,0,97,0,10050,1971,2013
03512000 00005 8727,1241,99,80,89,0,7150,2015,2015
06122123 02127 5582,1242,43,0,70,0,14957,1983,2005
06122127 55132 0082,1243,46,0,78,0,10035,1983,2005
06122132 00134 6982,1244,91,0,77,0,8966,1983,2007
06122134 69137 8523,1245,80,0,82,0,7560,1982,2007
06122139 68142 7623,1246,100,0,77,0,6633,1975,2023
06122142 76150 0323,1247,65,75,71,0,5414,1996,1996
06122150 03155 4223,1248,55,74,70,0,4578,1996,1996
06122155 42157 3149,1249,73,74,71,0,4769,1996,1996
06122157 31160 9349,1250,61,79,65,0,4453,1999,1999
06122160 93168 4549,1251,77,0,60,0,4150,1999,1999
04831015 00021 7069,1252,96,0,96,0,2110,1989,2018
04831021 70022 0869,1253,67,0,64,0,3695,1956,2005
04831022 08023 0169,1254,70,0,54,0,6280,1931,2005
04831023 01023 6269,1255,71,0,57,0,6675,1965,2005
04831023 62025 3969,1256,83,0,48,0,3433,1974,2004
04831025 39035 9169,1257,79,0,63,1.5,1510,1976,2004
04831035 91037 4469,1258,94,0,54,0,1150,1976,2004
04831037 44038 4415,1259,90,0,60,0,1190,1975,2004
04831038 44042 3115,1260,78,0,67,0,1270,2004,2004
05921174 04178 9571,1261,78,0,85,0,1367,1972,2016
05921178 95185 8771,1262,97,0,93,0,1363,1928,2019
05921185 87186 1071,1263,30,55,60,0,1825,1973,1973
05921186 10186 6271,1264,66,34,45,0,1893,2021,2021
05921186 62192 9371,1265,100,0,95,0,1373,1928,2019
05921194 01199 0171,1266,53,0,51,0,1170,1941,2001
05921199 01205 0072,1267,60,0,48,0,1173,1937,2001
05921205 00215 6972,1268,53,0,49,0,973,1937,2000
05922064 81066 0778,1269,76,0,20,0,2528,1965,1997
03512005 87012 1327,1270,99,81,88,0,7700,2019,2019
03512012 31023 4427,1271,98,80,89,0,7927,2015,2015
03512023 44024 3127,1272,65,80,84,0,8500,2009,2009
03512024 31032 9520,1273,88,81,80,0,8431,2009,2009
03512032 95033 6120,1274,45,80,60,0,8480,2009,2009
03512033 61036 3720,1275,95,0,95,0,9144,1960,2011
03512036 37038 0520,1276,68,0,88,0,9333,1960,2011
03512038 05039 5320,1277,70,0,84,0,9550,1960,2011
03512039 53042 8520,1278,98,0,93,0,9550,1960,2011
03512042 85050 8091,1279,93,0,73,0,9891,1958,2009
06122168 45172 1149,1280,68,0,55,0,4150,1968,1999
06122172 11173 4349,1281,75,0,64,0,4150,1999,1999
06122173 43174 7449,1282,81,0,53,0,4116,1968,1999
06122174 74175 2831,1283,87,0,46,0,4350,1997,1999
06122175 28181 1831,1284,63,71,54,0,4825,1997,1997
06122181 18182 7531,1285,99,0,94,0,5050,1968,2021
06122182 75183 0831,1286,95,76,56,0,4683,1968,1968
06122183 08185 6131,1287,100,0,95,0,5223,1968,2021
06122186 55187 8831,1288,85,45,68,0,9200,2014,2014
06122187 88188 8631,1289,80,35,45,0,7577,1990,1990
04831042 16042 6315,1290,79,0,54,0,1600,1975,2017
04831042 64043 0415,1291,52,0,49,0,1520,1961,1994
04831043 04048 3815,1292,53,0,70,0,1330,1961,1994
05131000 00003 1703,1293,65,0,56,0,3260,1968,1994
05131003 17010 8703,1294,63,0,61,0,1558,1968,1994
05221000 00003 3549,1295,82,0,81,0,2192,1967,2019
05221003 35012 9249,1296,88,0,78,0,1303,1955,2020
05221012 92018 2649,1297,90,0,77,0,940,1954,2020
05221018 26019 4149,1298,79,12,30,0,1253,1979,1979
05221019 41022 8749,1299,87,0,69,0,2127,1954,2020
05922066 07066 1978,1300,85,0,38,0,2470,1965,1997
05922102 22102 9224,1301,49,0,33,0,3910,1962,2011
05922102 92104 9324,1302,64,0,73,0,2950,1968,2011
06031000 00001 1175,1303,93,81,66,0,2480,2006,2006
06031001 11004 7475,1304,98,81,66,0,3275,2006,2006
06031004 74008 2875,1305,80,0,78,0,3450,1935,2011
06031008 28009 6384,1306,83,0,74,0,3450,1936,2011
06031009 63012 3384,1307,99,76,61,0,2950,2006,2006
06031012 33017 3684,1308,94,80,61,0,2655,2004,2004
06031017 36020 4884,1309,97,85,75,0,3450,2006,2006
03512050 80053 2791,1310,87,0,66,0,10950,1958,2009
03512053 27054 4791,1311,89,0,73,0,11600,1958,2009
03512054 47055 3691,1312,76,75,69,0,11600,2017,2017
03512055 36057 9991,1313,92,77,79,0,11514,2017,2017
03512057 29058 1991,1314,98,80,83,0,12550,2017,2017
03512058 19058 6891,1315,100,100,71,0,12550,2022,2022
03512058 68060 6091,1316,100,100,71,0,12550,2023,2023
03512060 60063 2091,1317,97,80,83,0,12550,2021,2021
03512063 20064 5891,1318,97,80,77,0,12550,2014,2014
03512064 58067 0691,1319,97,76,77,0,13412,2013,2013
03512067 06072 1477,1320,98,77,75,0,23383,2014,2014
06122188 86189 3031,1321,87,30,57,0,12066,1991,1991
06122189 30189 6431,1322,83,39,46,0,13516,1993,1993
06122189 64191 5631,1323,65,33,44,0,11126,1991,1991
06231000 00007 7349,1324,100,0,85,0,1865,1962,2023
06231007 73017 3749,1325,76,0,36,3.72,1120,1962,1997
06231017 37018 8549,1326,87,48,71,0,1930,1976,1976
06231018 85019 7249,1327,98,0,52,0,2700,1929,2022
06321000 00010 8426,1328,63,0,61,0,2030,1974,1999
06321010 84013 5226,1329,84,0,70,0,2945,1977,2009
06321013 52015 3226,1330,89,0,71,0,3896,1977,2009
05221022 87023 2249,1331,90,0,64,0,2930,1954,2022
05221023 22023 8649,1332,95,0,62,0,3680,1951,2022
05221023 86024 2349,1333,89,0,82,0,4390,1938,2021
05221024 23025 7749,1334,88,0,85,0,4390,1937,2019
05221025 77026 4849,1335,84,0,77,0,3780,1996,2019
05221026 48027 7549,1336,84,0,60,0,3170,1937,2019
05221027 75029 0749,1337,86,0,73,0,3170,1937,2019
05221029 07033 3049,1338,82,0,80,0,3170,1947,2019
05221033 30033 9349,1339,87,63,53,0,3300,2015,2015
05221033 93035 8749,1340,84,0,86,0,3413,1947,2019
06031020 48021 6484,1341,83,67,44,0,3450,1992,1992
06031021 64030 3084,1342,95,83,66,0,3130,2006,2006
06031030 30030 7584,1343,100,73,63,0,2870,2006,2006
06031030 75034 9971,1344,97,79,63,0,2236,2006,2006
06031034 99039 3971,1345,99,80,68,0,2836,2006,2006
06031039 39039 8472,1346,100,80,62,0,2950,2006,2006
06031039 84047 6972,1347,99,0,90,0,2993,2006,2019
06031047 69051 2772,1348,97,83,78,0,2649,2007,2007
06031051 27056 7472,1349,99,79,75,0,2159,2007,2007
06031056 74058 7672,1350,96,79,76,0,2120,2008,2008
06032000 00002 1575,1351,98,77,73,0,2727,2006,2006
03512072 14072 6277,1352,58,80,94,0,33362,1992,1992
03512072 62073 0577,1353,81,0,83,0,30387,1992,2016
03512086 99092 6577,1354,99,0,95,0,32803,1965,2021
03512092 65093 8477,1355,99,79,99,0,26790,2020,2020
03512093 84095 7177,1356,92,73,73,0,25815,2012,2012
03512095 71098 7077,1357,67,0,79,0,52450,1965,2017
03512098 70101 7277,1358,87,0,81,0,25950,1965,2017
03512101 72103 0485,1359,85,0,78,0,24962,1965,2017
03512103 04105 7985,1360,87,0,79,0,23641,1965,2017
06321015 32016 0626,1361,100,0,77,0,4865,1977,2023
06321016 06016 4126,1362,100,0,77,0,5828,1963,2023
06321016 41017 0426,1363,100,0,77,0,5750,1934,2023
06321017 04018 7326,1364,33,0,66,0,5600,1948,2008
06321018 73023 3026,1365,43,0,56,0,5700,1963,2008
06321023 30026 7226,1366,63,0,68,0,5073,1965,2007
06321026 72031 3390,1367,72,0,68,0,4907,1965,2007
06321031 33032 3390,1368,77,0,70,0,5533,1966,2007
06321032 33033 7490,1369,95,76,80,0,4020,2020,2020
05221035 87043 6431,1370,80,0,81,0,4764,1947,2015
05221043 64044 1931,1371,79,0,63,0,8300,1968,2015
05221044 19044 5631,1372,82,0,75,0,7900,1968,2015
05221044 56045 2031,1373,99,0,94,0,7900,1968,2021
05221045 20045 8731,1374,100,0,80,0,1810,1968,2021
05221045 87050 8331,1375,100,0,95,0,3110,2019,2019
05221050 83051 4631,1376,98,52,60,0,4600,2020,2020
05221071 33071 8131,1377,19,0,45,0,2240,1953,1985
05221071 81072 2931,1378,96,0,67,0,6448,1953,2017
05221072 29072 5831,1379,93,0,39,0,6100,1953,2017
06032002 15008 2875,1380,98,75,73,0,3362,2006,2006
06032008 28012 3384,1381,96,76,69,0,3075,2006,2006
06032012 33017 4084,1382,95,78,66,0,2641,2006,2006
06032017 40019 8284,1383,80,0,72,0,3450,1940,2012
06032019 82026 9884,1384,96,83,68,0,3130,2006,2006
06032026 98029 4384,1385,79,0,70,0,3350,1940,2012
06032029 43030 7584,1386,94,75,62,0,2870,2006,2006
06032030 75034 9971,1387,97,79,61,0,2260,2006,2006
06032034 99039 3971,1388,99,80,67,0,2798,2006,2006
06032039 39039 8472,1389,89,82,68,0,2950,2006,2006
03512105 79107 8485,1390,97,0,88,0,24150,1965,2020
03512107 84110 2485,1391,97,76,81,0,24150,2017,2017
03512110 24111 7585,1392,94,0,87,0,19533,1965,2020
03512111 75126 0485,1393,76,73,100,0,15459,1999,1999
03512126 04131 0340,1394,78,70,100,0,13691,1999,1999
03512131 03134 0140,1395,98,0,85,0,12650,1983,2018
03512134 01140 1940,1396,98,76,85,0,12680,2014,2014
03512140 19142 0740,1397,59,73,81,0,12700,2003,2003
03512142 07143 2840,1398,29,64,72,0,10628,1991,1991
03512143 28143 9140,1399,83,80,63,0,8700,2003,2003
06321033 74033 8290,1400,74,71,57,0,4666,1966,1966
06321034 14041 0090,1401,72,75,52,0,2936,2007,2007
06321041 00046 1090,1402,93,75,51,0,3589,1997,1997
06321046 10052 2090,1403,83,0,51,0,4566,1942,1989
06321052 20053 9690,1404,90,73,43,0,4844,2004,2004
06321053 96055 5962,1405,92,70,48,0,5500,2004,2004
06321055 59057 9462,1406,49,68,40,0,6350,1997,1997
06321057 94058 9262,1407,85,0,49,0,6350,1949,1995
06321058 92060 1162,1408,78,0,48,0,6350,1963,1995
06321060 11061 1662,1409,61,79,62,0,3610,1997,1997
05221072 58072A2331,1410,99,0,97,0,5007,1953,2021
05221072A23072D9631,1411,98,0,99,0,4345,1952,2021
05221072D96072E4331,1412,100,0,91,0,3495,1952,2014
05221072E43072I5531,1413,97,0,100,0,2920,1952,2021
05221072I55073 0431,1414,66,0,51,0,2230,1975,2021
05221073 04075 9231,1415,44,0,84,0,2840,1975,2009
05221075 92085 0522,1416,64,0,75,0,3140,1975,1989
05221085 05086 6922,1417,68,61,46,0,4208,1978,1978
05221086 69087 5722,1418,69,0,64,0,3540,1934,2007
06032039 84042 7372,1419,91,0,88,0,2950,1938,2019
06032042 73045 0572,1420,98,0,89,0,3037,2006,2019
06032045 05047 6972,1421,86,0,91,0,2900,1938,2019
06032047 69051 2772,1422,97,83,78,0,2549,2007,2007
06032051 27056 7472,1423,98,84,79,0,2194,2007,2007
06032056 74058 7672,1424,97,76,76,0,2120,2008,2008
06121000 00003 8756,1425,89,0,71,0,4835,1959,1999
06121003 87009 7056,1426,95,0,76,0,4208,1993,2006
06121009 70018 2056,1427,91,78,80,0,3528,2000,2000
06121018 20023 2956,1428,98,78,75,0,2292,2011,2011
03512143 91149 4240,1429,99,0,84,0,8406,1975,2008
03512149 42150 1340,1430,100,0,91,0,8300,1975,2008
03512150 13151 0099,1431,99,0,88,0,8300,1975,2008
03512151 00155 2299,1432,77,0,83,0,8210,1975,2007
03512155 22159 2035,1433,81,0,87,0,8300,1975,2007
03512159 20160 7935,1434,98,0,85,0,8120,1975,1998
03512160 79166 0235,1435,97,0,80,0,8025,1975,1998
03512166 02171 2035,1436,93,0,90,0,8366,1975,2013
03512171 20172 9235,1437,93,0,82,0,8600,1975,2013
06321061 16062 0562,1438,68,33,26,0,6600,1963,1963
06321062 05062 7362,1439,39,0,4,0,7033,1963,1963
06321062 73063 0462,1440,20,14,0,0,7567,1954,1954
06321063 04063 6962,1441,38,0,10,0,6600,1947,2008
06321063 69064 3662,1442,61,0,30,0,7175,1965,2008
06321064 36064 8062,1443,77,0,62,0,6600,1927,2019
06321064 80065 5762,1444,49,0,80,0,5127,1962,2019
06321065 57066 1362,1445,64,0,64,0,4280,1962,2019
06321066 13067 0062,1446,100,75,49,0,3795,2008,2008
06321067 00067 5862,1447,71,0,82,0,3310,1962,2010
05221087 57088 2322,1448,87,0,69,0,3035,1978,2009
05221088 23092 7822,1449,94,0,87,0,2683,1978,2009
05221092 78095 7322,1450,94,0,91,0,2990,1978,2009
05221095 73096 8222,1451,82,0,52,0,3412,1978,2009
05221096 82106 6122,1452,92,0,87,0,2970,1978,2009
05221123 48124 7103,1453,97,0,95,0,1510,1929,2015
05221124 71126 2996,1454,95,0,97,0,1510,1927,2015
05221126 29128 1596,1455,95,0,87,0,1503,1985,2015
05221128 15128 8996,1456,100,0,85,0,1280,1985,2022
05221128 89130 0196,1457,94,0,93,0,1055,1927,2015
06121023 29027 3556,1458,98,79,81,0,2780,2011,2011
06121027 35030 3256,1459,93,0,81,0,3462,1993,2012
06121030 32032 6156,1460,65,73,73,0,4825,1995,1995
06121032 61037 7029,1461,71,73,68,0,5175,1996,1996
06121037 70039 0729,1462,90,0,58,0,5150,1956,1997
06121039 07040 0829,1463,88,69,61,0,6300,1996,1996
06121040 08041 2629,1464,11,34,12,0,7840,1978,1978
06121041 26041 6329,1465,15,24,0,0,8543,1991,1991
06121041 63041 9829,1466,36,35,17,0,6475,1977,1977
06121041 98042 4529,1467,17,39,5,0,4500,1978,1978
03512171 92174 7035,1468,94,0,91,0,8600,1975,2008
03512174 70177 5435,1469,95,0,64,0,8620,1975,2004
03512177 54185 6417,1470,84,0,75,0,8872,1975,1999
03512185 64192 7917,1471,98,0,73,0,9104,1975,2004
03512192 79194 8817,1472,86,0,65,0,10155,1971,2012
03512194 88197 1817,1473,100,0,95,0,10450,1971,2021
03512197 18201 7817,1474,99,0,98,0,10370,1971,2021
03512201 78202 6998,1475,94,0,92,0,10700,1971,2021
03512202 69204 6998,1476,99,0,89,0,10270,1971,2021
06321067 58068 3162,1477,78,0,70,0,3310,1979,2010
06321068 31069 8562,1478,80,0,84,0,3310,1930,2010
06321069 85075 3162,1479,82,0,71,0,3983,1930,2010
06321075 31075 9562,1480,64,0,48,0,3967,1955,2009
06321075 95076 3262,1481,46,61,0,0,2240,1987,1987
06321076 32078 6562,1482,66,0,70,0,1500,1933,2010
06321078 65079 1062,1483,70,0,37,0,1500,1933,2010
06321079 10082 7762,1484,57,0,65,0,1510,1933,2010
06321082 77087 7879,1485,94,0,95,0,2053,1938,2017
05221130 01131 6196,1486,97,0,94,0,1050,1985,2015
05221131 61133 1096,1487,94,0,93,0,1750,1927,2015
05221133 10134 2696,1488,100,0,77,0,2506,1927,2022
05221134 26134 8896,1489,94,0,85,0,2377,1985,2015
05221134 88138 6796,1490,95,0,96,0,1973,1927,2015
05221138 67139 8396,1491,96,0,94,0,1980,1985,2015
05221139 83140 1396,1492,87,0,76,0,2200,1928,2016
05221140 13149 6596,1493,90,0,80,0,4057,1961,2012
